poi_type,name,latitude,longitude
kindergarten,"Школа № 1900. Дошкольная ступень ""Ивушка""",55.841582,37.3683154
kindergarten,"Школа № 1747. Дошкольное отделение ""Золотой ключик""",55.8447761,37.3517873
kindergarten,"Школа № 1900. Дошкольная ступень ""Рябинушка""",55.840319,37.3631866
kindergarten,"Школа № 1900. Дошкольная ступень ""Улыбка""",55.8426029,37.3663186
mall,Торгово-развлекательный центр «Флотилия»,55.8540614,37.497057
kindergarten,,55.8893178,37.6585918
mall,,55.4326318,37.3680133
kindergarten,"Школа № 1358. Дошкольное отделение ""Солнышко""",55.8540113,37.3447113
kindergarten,"Школа № 1358. Дошкольное отделение ""Митюша""",55.857952,37.3477913
kindergarten,"Школа № 1358. Дошкольное отделение ""Созвездие""",55.8557369,37.3508892
kindergarten,"Школа № 1358. Дошкольное отделение ""Родничок-1""",55.8514169,37.3491888
kindergarten,"Школа № 1358. Дошкольное отделение ""Рябинушка""",55.8555672,37.3488067
kindergarten,"Школа № 1191. Здание 6 ""Радуга""",55.852219,37.3587391
kindergarten,,55.6731937,37.4529157
kindergarten,,55.6767323,37.4488698
school,Школа № 2025,55.6777208,37.4462442
kindergarten,,55.6883637,37.4667261
school,,55.6754746,37.4481651
kindergarten,,55.6883591,37.4666088
school,Школа №1173,55.6168244,37.5945999
mall,,55.7111522,37.6071909
school,,55.6694457,37.5758566
mall,Магнит,55.7116341,37.8614108
kindergarten,"Школа № 1241, дошкольное отделение",55.7554576,37.5699743
kindergarten,Школа №2026 (дошкольный учебный корпус №9),55.7215134,37.9094004
kindergarten,Школа №2026 (дошкольный учебный корпус №10),55.7200143,37.9048164
kindergarten,Школа №2026 (дошкольный учебный корпус №5),55.720553,37.8965865
kindergarten,Школа №2026 (дошкольный учебный корпус №2),55.7182914,37.8856016
school,Школа №2026 (учебный корпус №13),55.7211621,37.8941026
school,Школа №2026 (учебный корпус №12),55.7206098,37.9074106
kindergarten,"Детский сад - Школа Свиблово, корпус 9",55.8549232,37.6410485
kindergarten,"Детский сад - Школа Свиблово, корпус 7",55.8544926,37.6433601
school,Школа «Содружество». Учебный корпус №3,55.7635152,37.7032461
school,"Школа № 967, школьное отделение №2",55.8803451,37.6421581
kindergarten,"Школа №967, дошкольное отделение №6",55.8788117,37.641468
school,Школа № 1279,55.6613381,37.5940904
kindergarten,Детский сад №2514,55.660408,37.5927616
kindergarten,Детский сад № 1326,55.635258,37.3828207
mall,,55.7251338,37.6859123
mall,Магнит,55.4781897,37.5375585
mall,,55.4722855,37.5396193
mall,,55.8239548,37.6568846
mall,,55.8569258,37.5577435
kindergarten,Детский сад №1641,55.7692372,37.4138591
kindergarten,Детский сад №2021,55.7141857,37.6117815
school,,55.6843772,37.9194924
mall,,55.6848088,37.4898213
mall,,55.7762489,37.6771444
kindergarten,Детский сад №1899,55.7493118,37.8196775
school,,55.7460199,37.8206962
school,Романовская школа,55.7685951,37.5695966
mall,,55.8368016,37.3521192
mall,,55.6400131,37.5263864
mall,,55.6417143,37.5416479
mall,,55.7985521,37.6138099
clinic,Городская поликлиника №48,55.8708131,37.6050189
kindergarten,Школа № 1056. Дошкольный корпус № 2,55.8445047,37.437629
mall,,55.7092275,37.6338384
mall,,55.7086827,37.6377904
mall,,55.71026,37.6381943
mall,,55.7028741,37.9271677
mall,,55.7072457,37.922911
school,Школа № 461,55.70263,37.7692074
mall,,55.7126597,37.6416479
mall,,55.7132465,37.6448827
mall,,55.7122701,37.6451103
mall,,55.7125208,37.6404612
school,Школа №368 (Здание №2),55.8222076,37.8200132
school,Школа №1411,55.8669381,37.6007503
mall,,55.7505042,37.7081625
kindergarten,Школа «Содружество». Учебный корпус №5,55.758656,37.7135594
kindergarten,,55.7340046,37.4859698
mall,,55.765828,37.7103826
mall,,55.7591254,37.7099607
mall,,55.7399995,37.7194657
school,Школа № 1514,55.6865191,37.5292895
kindergarten,Детский сад №63,55.7989267,37.6201377
kindergarten,Школа №760 им. А. П. Маресьева. Дошкольное отделение,55.8762201,37.7101421
mall,,55.7912205,37.6338228
kindergarten,Детский сад №1903,55.7433006,37.7622113
mall,,55.7436277,37.8105737
mall,,55.8752272,37.4697984
mall,,55.8750948,37.4702195
mall,,55.875032,37.4700057
mall,,55.8708833,37.4607616
mall,,55.8709355,37.4720615
mall,,55.8730531,37.4701084
mall,Авто-Престус,55.8666653,37.4833527
mall,,55.8658943,37.4845118
mall,,55.8665938,37.4836933
mall,,55.8666328,37.4825339
mall,,55.823599,37.4930612
mall,,55.8222793,37.5169012
kindergarten,Детский сад № 1626,55.8611164,37.5940337
kindergarten,Школа № 962. Дошкольное отделение,55.8616045,37.5925913
kindergarten,Школа №1310 (дошкольный корпус №3),55.743555,37.7801359
kindergarten,Школа №1310 (дошкольный корпус №2),55.7427871,37.7801718
mall,,55.9256422,37.3864542
mall,,55.7934841,37.7435989
mall,,55.6838902,37.598747
mall,,55.5516407,37.5280534
kindergarten,"Школа №1352 (дошкольная группа на Чусовской, 6)",55.8132975,37.815292
mall,,55.7546732,37.6608925
kindergarten,Детский сад № 682 Аленький цветочек,55.7384988,37.4696899
clinic,Центр мануальной терапии Минздрава РФ,55.6567163,37.4835306
kindergarten,Школа на проспекте Вернадского. Корпус дошкольного образования 6,55.6589259,37.4842515
mall,,55.6650522,37.6316493
school,"Школа № 842, корп. 163",56.0063955,37.2109251
kindergarten,Детский сад №1689,55.7406635,37.8700035
kindergarten,Детский сад №1691,55.7406572,37.871573
kindergarten,Детский сад №1693,55.7406648,37.8732574
kindergarten,Детский сад № 2476,55.6811384,37.4511423
kindergarten,,55.5826079,37.5999457
kindergarten,Лицей № 504 Дошкольное отделение Солнышко,55.5793573,37.5998497
kindergarten,Школа № 629. Корпус дошкольного образования №3,55.5890295,37.5958941
school,Школа № 629. Корпус школьного образования №5,55.5876227,37.5950827
school,Школа № 629. Корпус школьного образования №4,55.591432,37.5965467
kindergarten,Школа № 629. Корпус дошкольного образования №2,55.5923739,37.5940998
kindergarten,Детский сад №1431,55.8593986,37.6705996
school,,55.8596248,37.6686069
school,,55.9783023,37.183623
mall,,55.4844499,37.305753
mall,,55.8444418,37.480294
mall,,55.7145469,37.8983051
kindergarten,Дошкольное отделение,55.8907056,37.3948379
mall,,55.9718975,37.1499419
mall,,55.8737277,37.4849155
kindergarten,"Школа № 1474, дошкольное отделение",55.8735371,37.4915173
mall,,55.7356797,37.5736621
school,Школа №760 им. А. П. Маресьева. Школьное отделение,55.87765,37.7149576
school,Школа №760 им. А. П. Маресьева. Школьное отделение,55.8773705,37.7111649
clinic,"Московскмй центр наркологии, филиал №4",55.7957985,37.8227278
kindergarten,"Школа №1811 ""Восточное Измайлово"" корпус 14",55.7964263,37.8227056
school,Училище олимпийского резерва № 1,55.7981421,37.8219185
kindergarten,"Школа №1811 ""Восточное Измайлово"" корпус 12",55.7985003,37.8201491
kindergarten,"Школа №1811 ""Восточное Измайлово"" корпус 16",55.7956005,37.8157633
school,"Школа №1811 ""Восточное Измайлово"" корпус 4",55.7962876,37.8157306
school,"Школа №1748 ""Вертикаль"". Корпуc №3 (для детей с особыми образовательными потребностями)",55.7991279,37.8259144
school,"Школа №1748 ""Вертикаль"". Корпус 2",55.8023575,37.8332336
mall,,55.8189561,37.5050225
school,Школа № 2045,55.9730063,37.1636101
kindergarten,Детский сад №423,55.5993408,37.6558297
kindergarten,,55.7426822,37.4067488
kindergarten,Школа самоопределения № 734 имени А. Н. Тубельского (корпус №2),55.7997801,37.8215733
kindergarten,Школа №1811 (дошкольный корпус №10),55.8003633,37.8176821
school,Школа №1811 (школьный корпус №6),55.8001185,37.8155549
school,Школа самоопределения № 734 имени А. Н. Тубельского (корпус №1),55.8011975,37.8240129
kindergarten,"Детский сад ""Сказка""",55.8750218,37.7107411
school,Школа № 1245. Корпус школьного образования №2,55.5994146,37.5954815
clinic,Детская клиника МЕДСИ,55.7357404,37.5804882
mall,,55.5811702,37.5980498
kindergarten,Детский сад № 2148,55.8698656,37.6087129
kindergarten,Гимназия № 1554. Дошкольное отделение,55.8694,37.6056915
kindergarten,Школа № 1411. Структурное подразделение № 978,55.8685277,37.6030916
school,Детско-юношеский центр «Отрадное»,55.870072,37.6150961
kindergarten,Начальная школа -детский сад №1879,55.8709316,37.6144368
kindergarten,Детский сад №2495,55.670626,37.757475
mall,,55.6526563,37.6135275
mall,Авто SPA,55.8482797,37.3428459
school,Школа № 1944. Корпус 2,55.8465091,37.342816
kindergarten,,55.8658295,37.4871452
kindergarten,,55.8642072,37.4876433
kindergarten,,55.8625257,37.4883318
kindergarten,Школа №368 (Здание №4),55.8217372,37.81568
school,Хорошёвская прогимназия,55.7835468,37.4657546
school,Школа № 1190,55.8472354,37.3692576
school,Школа № 924. Корпус школьного образования,55.5922383,37.6061252
kindergarten,Детский сад №2640,55.7442948,37.6822947
school,Школа № 1518,55.8036181,37.6347402
kindergarten,Детский сад №957,55.6163535,37.5970222
kindergarten,Детский сад № 897,55.618628,37.5886996
school,Школа №556. Корпус начального образования,55.6208187,37.5858025
school,Школа № 1582. Корпус школьного образования,55.6183662,37.5971795
school,Школа №827,55.8549029,37.4133485
school,Финансово-экономическая школа,55.8242532,37.5821131
kindergarten,"Школа ""Марьина роща"" имени В.Ф. Фролова",55.8075121,37.6137209
kindergarten,,55.8095632,37.6299132
school,,55.8099871,37.619417
school,,55.8097293,37.620565
school,Школа № 1531 имени С. К. Годовикова,55.8038384,37.6327084
kindergarten,"Школа №285 имени В.А. Молодцова, дошкольное отделение",55.8751568,37.6295166
kindergarten,Школа № 1582. Корпус дошкольного образования №1,55.6193035,37.6005617
school,Школа № 1582. Корпус школьного образования,55.6199163,37.5968862
mall,,55.8487152,37.5654621
mall,Стрекоза,55.4319256,37.2732166
kindergarten,Школа № 1582. Корпус дошкольного образования №2,55.6185972,37.6047427
school,"ДШИ ""Тутти""",55.6127838,37.6005689
mall,,55.8865029,37.5436974
kindergarten,Школа № 1582. Корпус дошкольного образования №3,55.6174214,37.6040874
mall,,55.6779403,37.5751383
mall,,55.6746701,37.6660102
kindergarten,Детский сад №1158,55.6278953,37.6081784
school,Начальная школа - детский сад №1820,55.5979379,37.5948011
kindergarten,Школа № 1245. Корпус дошкольного образования №6,55.5983338,37.5925095
kindergarten,Школа № 1245. Корпус дошкольного образования №4,55.6036467,37.5955711
mall,,55.8189447,37.7027583
kindergarten,Детский сад №740,55.6003145,37.5842174
school,Школа №932,55.5998095,37.5856551
kindergarten,Детский сад №1855,55.5984043,37.5823008
kindergarten,Детский сад №364,55.7094654,37.6038531
school,Школа №409,55.7460849,37.8190331
kindergarten,Школа №1532. Корпус дошкольного образования №05/5,55.6210344,37.4973385
kindergarten,Н.ш.-д.с. №1820,55.5987228,37.5902983
kindergarten,Детский сад №2160,55.6020157,37.5869107
mall,Пятёрочка,55.7104863,37.7841696
kindergarten,Школа № 554,55.6559922,37.5790847
mall,,55.7401411,37.6301172
mall,,55.738582,37.6267294
mall,,55.819046,37.711141
mall,,55.8185246,37.7101976
school,,55.6733256,37.5625679
kindergarten,,55.6727681,37.5619856
mall,,55.4895276,37.5047403
mall,Продукты,55.4897849,37.5031296
mall,,55.7114688,37.6058504
kindergarten,Детский сад № 859,55.7281841,37.6328063
kindergarten,Детский сад №1949,55.7610584,37.7149582
kindergarten,Детский сад № 471,55.7654898,37.7165835
mall,,55.7115696,37.6054812
mall,,55.7116513,37.6058556
kindergarten,,55.5409579,37.510649
school,Школа № 554,55.6571011,37.5798305
clinic,Поликлиника №5 Управления делами Президента РФ,55.7445442,37.5785421
mall,,55.7088952,37.5945387
mall,,55.708966,37.5963495
mall,,55.7082272,37.5969492
mall,,55.7080544,37.595877
mall,,55.7082892,37.594605
mall,,55.8609411,37.5033265
kindergarten,Детский сад № 430,55.8598473,37.5023723
kindergarten,Психоневрологический детский санаторий № 30,55.858768,37.5042696
clinic,"Детская поликлиника № 133, филиал № 1",55.8552528,37.5011798
school,Гимназия № 1590,55.859617,37.4968942
kindergarten,Школа №760 им. А. П. Маресьева. Дошкольное отделение,55.8798861,37.7173487
mall,,55.8119706,37.698245
mall,,55.8191205,37.7511674
mall,,55.7145585,37.7913375
school,Вешняковская школа,55.7412471,37.833085
school,Вешняковская школа. Школьное отделение Р16,55.7350721,37.8365585
school,Вешняковская школа. Отделение В2,55.7368693,37.8194826
kindergarten,Вешняковская школа. Дошкольное отделение Р2,55.7402024,37.832808
kindergarten,Вешняковское школа. Дошкольное отделение Г12,55.7388634,37.8266828
kindergarten,Вешняковская школа. Дошкольная группа №8,55.7415112,37.8246743
kindergarten,Вешняковская школа. Дошкольное отделение Р24,55.7333339,37.8343378
kindergarten,Вешняковская школа. Дошкольное отделение В3,55.739526,37.8207923
school,Школа-интернат №10,55.7332426,37.8366302
school,Школа № 1234,55.7513284,37.5809227
mall,,55.7341226,37.6055005
mall,,55.8662631,37.5819671
mall,,55.8661821,37.5811449
mall,,55.8664237,37.5818067
mall,,55.8578888,37.5072192
mall,,55.8565972,37.5074537
kindergarten,,55.8607172,37.5046593
kindergarten,Детский сад №174,55.8574882,37.4999611
mall,,55.8144194,37.7725371
mall,,55.817447,37.7990326
mall,Пятёрочка,55.819176,37.7973858
clinic,"Диагностический центр №3, филиал 4",55.7157289,37.7464042
mall,Продукты,55.733109,37.6727254
mall,,55.4771071,37.297287
mall,,55.7057796,37.6332995
kindergarten,Детский сад №2593,55.6431986,37.6518222
kindergarten,"Школа № 1353, дошкольное отделение",55.9980149,37.1986537
mall,,55.8621428,37.4667989
mall,,55.8630944,37.4658736
mall,,55.7293017,37.5985663
mall,Торговый центр «У Речного»,55.8556918,37.4771442
school,,55.8904829,37.6581524
kindergarten,"Школа № 1288, корпус № 7",55.779392,37.5286584
kindergarten,"Школа № 1288, корпус № 4",55.7780677,37.5326836
clinic,Клиника профессиональной медицины,55.7796903,37.5803683
mall,,55.7945505,37.5885948
kindergarten,"Школа № 1948 ""Лингвист-М"". Учебный корпус 6 и 7",55.6636299,37.5825885
mall,,55.8192853,37.5940169
mall,,55.8091907,37.7808711
kindergarten,,55.6947786,37.4585915
mall,,55.8195687,37.7070911
mall,,55.4665361,36.9213152
school,Школа №1636 НИКА,55.6061841,37.729846
school,"Школа № 2090, структурное подразделение № 6",55.7131876,37.7845159
kindergarten,Детский сад №1638,55.7111778,37.7907619
clinic,Детская поликлиника филиал № 4 ТГБ ДЗМ,55.5407044,37.4876498
kindergarten,Школа № 199. Дошкольное отделение № 7,55.6862245,37.56161
kindergarten,,55.6886392,37.5641834
school,Школа №741,55.7954249,37.80177
kindergarten,"Школа№1400,подр.№8",55.719606,37.4097952
kindergarten,"Международная школа ""Концепт"". Детский сад",55.7942319,37.8041269
mall,,55.8666073,37.5600759
school,"Школа № 1948 ""Лингвист-М"". Центр дополнительного образования",55.6643429,37.583951
mall,,55.6189146,37.7533704
mall,,55.716492,37.7456483
mall,,55.7992864,37.6149777
mall,,55.8338781,37.5383501
mall,,55.7357217,37.8635298
mall,,55.7228805,37.5669882
mall,Дикси,55.491848,37.2979932
school,Центр образования № 1272,55.7079002,37.663441
mall,,55.7660353,37.5565245
kindergarten,,55.7632531,37.7434553
mall,,55.7005452,37.6887356
mall,,55.6408569,37.6830879
kindergarten,Детский сад №964,55.5883382,37.6537433
mall,Портал,55.8048376,37.4247053
school,"Школа № 1288, корпус № 11",55.7761318,37.5301211
clinic,Роддом,55.7723864,37.7431525
kindergarten,Знайка,55.6038283,37.6608775
mall,,55.7787416,37.4405132
clinic,,55.4129491,37.182564
school,Школа № 2075. Школьное отделение 2,55.4118263,37.1912727
mall,,55.6837532,37.5417772
mall,Дикси,55.4884421,37.5041382
mall,,55.8426186,37.4958001
mall,,55.842447,37.495545
mall,,55.7946145,37.6673748
mall,,55.4730411,37.5429168
mall,,55.803269,37.516602
kindergarten,Школа № 727 (Детский сад),55.8505995,37.5160843
mall,,55.875153,37.5582171
mall,,55.8491951,37.5958556
mall,,55.8491506,37.5962291
school,Школа №2033 (средняя и старшая школа),55.8074721,37.8104325
school,,55.7548671,37.8211338
clinic,Филиал детского нефрологического санатория № 9,55.7558956,37.8224333
school,Школа №511,55.6459039,37.6632881
mall,,55.8608342,37.4370913
school,"Гимназия №1798 ""Феникс""",55.7539544,37.8046638
mall,Лебяжье,55.8005587,37.6853084
mall,"Торговый центр ""Косино парк""",55.7148688,37.8833523
clinic,Родильный дом №8,55.7034012,37.8285458
kindergarten,"Школа №2107, дошкольное отделение",55.7869319,37.6243553
mall,,55.8697323,37.6007852
mall,,55.7601088,37.6470969
mall,,55.7601691,37.6475287
mall,,55.7011364,37.6220054
mall,"Торговый комплекс ""Волна""",55.7451877,37.8799764
kindergarten,"Школа № 1133. Дошкольное отделение ""Островок детства""",55.7491993,37.4217964
school,Школа «Гармония»,55.997165,37.2054561
kindergarten,"Школа № 1353, дошкольное отделение",55.9978035,37.2026063
mall,,55.7139222,37.7910685
mall,,55.7934346,37.7998333
kindergarten,Детский сад № 2019,55.6896976,37.5909215
mall,Вишенки,55.5257124,37.2157704
mall,,55.669511,37.6098659
school,Романовская школа,55.7511141,37.5240103
mall,,55.7242377,37.715988
mall,,55.6416096,37.7653941
school,Школа №1222,55.7327777,37.7062437
kindergarten,ДМШ №35,55.7088467,37.6759961
kindergarten,"ГБОУ Школа № 2129 ДО ""Детство""",55.707895,37.679498
kindergarten,"Школа № 777 имени Героя Советского Союза Е. В. Михайлова. Дошкольный корпус ""Жемчужинка""",55.7279498,37.7611351
kindergarten,"ГБОУ Школа № 2129 ДО ""Непоседы""",55.7063069,37.6803725
school,ГБОУ Школа № 2129 ШО для детей с ОВЗ,55.7056836,37.6722072
school,"ГБОУ Школа №799, корпус 1",55.769174,37.8253811
school,"ГБОУ Школа №799, корпус 2",55.7701672,37.8288644
mall,,55.4776802,37.2980127
kindergarten,Детский сад №1777,55.7450525,37.6742782
kindergarten,Детский сад №1939,55.7429593,37.6727638
mall,,55.7168694,37.6905821
mall,,55.7282677,37.6906435
mall,,55.8839584,37.5445384
kindergarten,"Школа №285 имени В.А. Молодцова, дошкольное отделение",55.8729713,37.6259949
kindergarten,"Школа №285 имени В.А. Молодцова, дошкольное отделение",55.8722345,37.6252449
kindergarten,"Лицей № 1568 имени Пабло Неруды, дошкольные отделения №2, 5, 6",55.8764058,37.6412513
kindergarten,"Школа №967, дошкольное отделение №5",55.8811752,37.6430426
mall,,55.7884315,37.7439846
kindergarten,"Школа №967, дошкольное отделение №3",55.8787132,37.6475385
kindergarten,Детский сад №1818,55.8830796,37.711249
kindergarten,Детский сад №278,55.8815306,37.7087141
mall,,55.4295255,36.8627795
mall,,55.4294098,36.8624447
kindergarten,Детский сад №406,55.6657735,37.5194747
mall,,55.8535468,37.5655479
mall,Блокировка.ру,55.612602,37.7523013
mall,,55.8448716,37.4866645
kindergarten,Детский сад №240,55.8007876,37.8021527
mall,,55.8415652,37.4335426
mall,,55.8416433,37.4333126
kindergarten,,55.6735244,37.4678958
mall,,55.8486183,37.4243119
kindergarten,Школа №1811 (дошкольный корпус №15),55.8018115,37.8108373
kindergarten,Детский сад №1522,55.7929112,37.8123178
school,Кладезь,55.8018366,37.800374
mall,,55.650933,37.7426408
mall,,55.6508106,37.742688
school,"Школа Свиблово, корпус 4",55.8603655,37.6391282
kindergarten,"Детский сад - Школа Свиблово, корпус 16",55.8593541,37.6370481
kindergarten,Дошкольное отделение школы №717,55.8185974,37.5050245
school,Школа №717,55.8172835,37.5050391
clinic,Детская больница №21,55.859413,37.6423681
mall,,55.8188689,37.5004088
mall,Пролетарский,55.6304877,37.6588447
mall,,55.8594521,37.5554113
mall,,55.7429198,37.6276646
kindergarten,,55.6473116,37.3397257
kindergarten,"ГБОУ школа № 507, Щелкунчик (здание №11)",55.673897,37.6672121
mall,,55.8463074,37.5635446
mall,,55.8491329,37.5653539
kindergarten,,55.8387752,37.5750259
kindergarten,"Школа №1223, дошкольный корпус №4",55.8410143,37.5466998
kindergarten,"ГБОУ ""Школа ""Кузьминки""",55.7028199,37.7741658
kindergarten,,55.703316,37.770527
kindergarten,,55.7007361,37.7702559
kindergarten,Школа № 656 им. А. С. Макаренко. Дошкольный корпус,55.869375,37.5513991
kindergarten,Школа №1290 дошкольный корпус №1,55.7929082,37.7783216
mall,,55.92285,37.3912136
school,Школа № 1285. Школьный корпус,55.8257017,37.4496465
kindergarten,Школа №654 имени А. Д. Фридмана. Дошкольное отделение №1,55.6977138,37.7417608
mall,,55.6776475,37.6649342
mall,,55.6778589,37.6649744
kindergarten,"Лицей № 504, дошкольное отделение «Звёздочка»",55.5831857,37.5921312
mall,,55.6690742,37.7795778
kindergarten,Школа № 1357 «На Братиславской». Здание №14,55.6672437,37.7795248
kindergarten,Детский сад №1187,55.7542167,37.6753953
mall,,55.8428323,37.5560316
kindergarten,Детский сад №962,55.8673923,37.7001389
mall,Пятёрочка,55.6341827,37.7546363
mall,,55.7486378,37.666236
mall,,55.7502916,37.6651569
mall,,55.7504883,37.6653619
mall,,55.8609618,37.4826772
kindergarten,Детский сад №2445,55.8805037,37.5520859
mall,,55.8804787,37.5481264
mall,Павильон 2,55.7246412,37.5850584
mall,Павильон 3,55.7242968,37.5845446
mall,Павильон 4,55.7241399,37.5839726
mall,Пятёрочка,55.715713,37.7447794
clinic,Детско-взрослая поликлиника,55.5235795,37.4572833
kindergarten,Детский сад №643,55.7424834,37.6874653
school,"Школа №1716 ""Эврика-Огонёк""",55.6654085,37.774361
kindergarten,"Школа № 1716 ""Эврика-Огонек"". Дошкольное подразделение",55.6660439,37.7724445
kindergarten,Школа № 1989. Дошкольное отделение № 1,55.6627951,37.7775865
school,Центр образования №1989,55.6636276,37.7759043
school,Школа №2011,55.6677537,37.7887291
kindergarten,,55.6684037,37.7881625
kindergarten,,55.6718643,37.7917963
kindergarten,,55.6723095,37.7925643
school,,55.6717319,37.7931056
school,Школа № 460 имени дважды Героев Советского Союза А.А. Головачёва и С.Ф. Шутова (ШП-1),55.6712605,37.7690968
school,Школа №1186,55.6720073,37.7673517
kindergarten,Школа № 460 имени дважды Героев Советского Союза А.А. Головачёва и С.Ф. Шутова (ДГ-3),55.6699962,37.7677221
clinic,,55.6709484,37.7770592
mall,,55.6684927,37.7682044
mall,,55.7597594,37.6011793
kindergarten,ГБОУ СОШ № 572 ДО № 8,55.6801952,37.7749467
kindergarten,,55.6789643,37.773561
school,,55.6791372,37.770448
school,Школа №572,55.6801343,37.7699305
school,Школа № 1547,55.663779,37.7673599
clinic,Поликлиника №129,55.7711683,37.6817459
kindergarten,Детский сад №2437,55.6538686,37.7701124
school,"Школа №1959 ""Школа здоровья""",55.655738,37.7698676
clinic,Детская поликлиника №147,55.6544607,37.7689684
kindergarten,Детский сад №2398,55.655292,37.7683679
school,"Школа №1959 ""Школа здоровья"" (Гимназические классы)",55.6543652,37.7714188
kindergarten,Школа №1547. Дошкольное отделение,55.6631947,37.7661136
clinic,Детская городская поликлиника №148,55.6645726,37.769736
kindergarten,Школа №1423. Дошкольное отделение,55.6642222,37.7688131
clinic,Детская поликлиника №150,55.6660378,37.7534045
mall,,55.6672877,37.7664511
mall,,55.8168933,37.7803497
kindergarten,,55.5892129,37.4574601
school,Международная школа завтрашнего дня,55.6329431,37.6088891
school,Школа №1904,55.649823,37.7475564
kindergarten,Детский сад №2325,55.649498,37.7502884
kindergarten,,55.6520484,37.7458941
clinic,Поликлиника №19,55.6664777,37.7625091
kindergarten,Детский сад №2280,55.7892197,37.7872809
kindergarten,Школа № 924. Корпус дошкольного образования №3,55.5902005,37.6109967
kindergarten,Школа № 1357 «На Братиславской». Здание №6,55.6511098,37.7639551
school,Школа № 1357 «На Братиславской». Здание №5,55.6505489,37.7624974
kindergarten,Детский сад №2397,55.6593661,37.7449486
mall,,55.7282364,37.7550716
mall,,55.7077185,37.8000142
mall,,55.7845286,37.6374387
mall,,55.6295044,37.7411468
school,"Школа ""Ника""",55.6566093,37.566925
kindergarten,Школа № 15. Корпус дошкольного образования № 3,55.6564087,37.5617166
clinic,Поликлиника №47,55.6759951,37.7534136
school,Школа № 1159 (ДО),55.8626661,37.5159729
kindergarten,"Лицей № 1568 имени Пабло Неруды, дошкольные отделения №3, 4, 7",55.8731054,37.6421695
mall,Церковная лавка,55.8644301,37.5093379
mall,,55.585174,37.6859365
clinic,Врачебно-физкультурный диспансер №27,55.6116711,37.7099056
mall,,55.6531785,37.5024061
mall,Садовый павильон с садом,55.7469416,37.5869634
kindergarten,"Школа №949 (дошкольное отделение, здание №5)",55.607815,37.750898
mall,,55.5974421,37.5041495
mall,,55.8078752,37.5225649
mall,,55.7583726,37.6420961
mall,,55.7586125,37.6421099
mall,,55.5111662,37.5751021
school,"Школа №949 (начальная школа, здание №2)",55.6089946,37.7518158
kindergarten,Детский сад №1779,55.6861192,37.7550947
kindergarten,Детский сад № 1703,55.6220269,37.7041333
mall,,55.7869918,37.4912884
kindergarten,Школа №2033 (дошкольные группы),55.8050198,37.8086258
mall,,55.7087971,37.7334027
kindergarten,Школа № 1357 «На Братиславской». Здание №13,55.6669792,37.7649866
mall,,55.6587963,37.7398415
kindergarten,Школа № 460 имени дважды Героев Советского Союза А.А. Головачёва и С.Ф. Шутова (ДГ-9),55.6781352,37.8006441
school,"Школа № 572, Отделение № 9",55.6774152,37.7710418
mall,,55.7333697,37.4646427
kindergarten,Детский сад №1547,55.7555245,37.7805331
mall,,55.8803777,37.5308711
school,,55.6876777,37.4268789
kindergarten,Школа № 49. Дошкольный корпус,55.6426509,37.5309424
kindergarten,Школа № 49. Дошкольный корпус,55.6443387,37.5399307
school,Школа № 170 имени А. П. Чехова. Корпус 3.,55.647252,37.5237555
mall,,55.8521806,37.4952964
mall,,55.7834332,37.7020975
mall,,55.7814781,37.6968565
mall,,55.5001996,37.5660524
school,Школа №37. Корпус школьного образования,55.7027906,37.5025093
mall,,55.8763864,37.5708528
mall,,55.6887682,37.6669854
mall,,55.9396421,37.3675978
kindergarten,Школа № 37. Дошкольное отделение,55.6972358,37.4945335
mall,,55.6068778,37.3320905
kindergarten,Школа Сотрудничества,55.7532888,37.6599928
kindergarten,"Школа № 1400, 4 дошкольное отделение",55.7239863,37.4025326
school,Структурное подразделение № 28 школы № 2124 «Центр развития и коррекции»,55.7655501,37.6719508
kindergarten,Детский сад/ясли №1837,55.8658035,37.5922666
kindergarten,Школа № 1357 «На Братиславской». Здание №9,55.6581803,37.7548634
kindergarten,"Школа № 1465, дошкольное отделение № 3",55.7453437,37.5617271
kindergarten,"Школа №1465 имени адмирала Н. Г. Кузнецова, дошкольное подразделение №7",55.7493641,37.5688828
school,Школа № 1228 с углубленным изучением английского языка. Корпус 5,55.7675145,37.7117966
school,Школа № 1228 Корпус № 2,55.750002,37.7127725
kindergarten,"Школа № 1411. Структурное подразделение № 1055 детский сад ""Ручеек счастья""",55.8680473,37.6002271
school,Школа № 962. Структурное подразделение № 3,55.8615952,37.5877115
kindergarten,"Школа № 962, дошкольное отделение № 4",55.8580891,37.5875808
kindergarten,"Школа № 950, дошкольное отделение",55.8592374,37.6077987
kindergarten,Гимназия № 1554. Дошкольное отделение № 3,55.8641495,37.6189017
kindergarten,,55.6723848,37.5377625
mall,,55.7326628,37.5449167
kindergarten,Детский сад № 712,55.6202141,37.6665898
mall,,55.5397232,37.1884231
kindergarten,,55.619309,37.7599569
kindergarten,,55.6192405,37.7585881
school,,55.6719262,37.5895967
kindergarten,Детский сад №2068,55.6466236,37.6641687
kindergarten,"Российское Дошкольное Отделение ""Филиппок""",55.6963003,37.5087398
school,,55.6980742,37.5086194
school,Школа №1498 «ММШ-15». Корпус школьного образования,55.6974493,37.5101101
kindergarten,,55.6988892,37.5078553
school,Новая гуманитарная школа,55.8023622,37.5410002
mall,,55.9393802,37.365313
