source_group,price,area_total,rooms,floor,floors_total,address,latitude,longitude,metro,metro_walk_min,kitchen_area,renovation,walls,build_year,ceiling_height,floor_position,elevator,house_number,yard,parking,playground,link,address_source,metro_distance_km,metro_source,distance_to_center_km,distance_to_mkad_km,distance_to_school_km,distance_to_kindergarten_km,distance_to_clinic_km,distance_to_mall_km,price_per_m2,floor_ratio,house_age,has_metro_near,geo_generation_cluster,is_synthetic,generation_method,parent_geo_cluster
all,14663092.888313442,36.50026535361914,1,8,24,,55.822044726748864,37.43672887403885,,,9.149106789583984,без отделки,монолитные,2002,2.68,не угловая,"пассажирский, грузовой",,двор,unknown,нет,synthetic,,,,,,,,,,401725.6517522698,0.3333333333333333,24.0,,2,1,geo_cluster_bootstrap_mixup_tail_v3,2
all,11454494.018625943,44.17795679636376,2,8,9,,55.829738932341364,37.42459151519501,,,6.321386362566881,косметический ремонт,панельные,2002,2.64,не угловая,"пассажирский, грузовой",,двор,unknown,нет,synthetic,,,,,,,,,,259280.7555909591,0.8888888888888888,24.0,,2,1,geo_cluster_bootstrap_mixup_tail_v3,2
1k,11118989.974207524,40.94009409245683,1,2,17,,55.64794684506835,37.40942799308227,,,8.476745967724757,косметический ремонт,кирпичные,1960,2.68,не угловая,unknown,,двор,"наземный паркинг, гостевой паркинг",нет,synthetic,,,,,,,,,,271591.70540978765,0.11764705882352941,66.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
all,13261003.851627741,46.99579012834829,2,7,16,,55.64876155494921,37.439225850767905,,,5.802950461225329,требует ремонта / частичный ремонт,монолитно-кирпичный,2002,2.68,не угловая,"пассажирский и грузовой, пассажирский",,двор,"наземный паркинг, подземный паркинг, гостевой паркинг",нет,synthetic,,,,,,,,,,282174.29296137276,0.4375,24.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
all,14447714.473384233,51.74464731233191,2,6,15,,55.64898126636289,37.43960227795948,,,5.144152273484399,требует ремонта / частичный ремонт,монолитно-кирпичный,1988,2.64,не угловая,"пассажирский и грузовой, пассажирский",,двор,"наземный паркинг, подземный паркинг, гостевой паркинг",нет,synthetic,,,,,,,,,,279211.7682468196,0.4,38.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
all,12749842.61684667,19.22430907545457,0,14,25,,55.66238546502996,37.42497663559495,,,10.132044190679206,косметический ремонт,панельные,2025,2.68,не угловая,"пассажирский, грузовой",,двор,"подземный паркинг, наземный паркинг",есть,synthetic,,,,,,,,,,663214.6084836702,0.56,1.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
all,13235138.86076384,37.39729858882829,1,6,9,,55.63250179380032,37.45457103981848,,,10.082035235700133,черновая отделка,панели железобетонные,2002,2.68,не угловая,unknown,,детская площадка,unknown,нет,synthetic,,,,,,,,,,353906.28093970346,0.6666666666666666,24.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
all,10306738.420375219,22.373195792273147,0,18,25,,55.62462476897277,37.44380238863132,,,8.46251293496251,евроремонт,железо-бетон,2025,2.68,не угловая,"грузовой, пассажирский",,детская площадка,unknown,нет,synthetic,,,,,,,,,,460673.500382756,0.72,1.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
all,12575832.901318602,49.24442650989401,1,5,25,,55.627555497900794,37.430563621100774,,,4.902554034203919,черновая отделка,монолитно-кирпичный,2026,2.68,не угловая,пассажирский,,парковка,наземный паркинг,есть,synthetic,,,,,,,,,,255375.76112886422,0.2,0.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
all,48646111.93150799,134.32121473984353,3,7,25,,55.65277731135855,37.409529555957896,,,25.34340786535906,евроремонт,монолитные,2025,2.68,не угловая,unknown,,двор,"наземный паркинг, гостевой паркинг",нет,synthetic,,,,,,,,,,362162.5372114667,0.28,1.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
all,18402691.81978504,35.95628038606431,1,11,15,,55.66097846583297,37.40919154083657,,,8.458878199150144,unknown,монолитные,2002,2.58,не угловая,"пассажирский, грузовой, пассажирский и грузовой",,двор,"наземный паркинг, подземный паркинг, парковка во дворе",есть,synthetic,,,,,,,,,,511807.440096541,0.7333333333333333,24.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
all,10652676.169185586,22.711053235491175,0,11,18,,55.62441657221539,37.44065257941681,,,7.832824833259378,евроремонт,монолитные,2025,2.5,не угловая,unknown,,детская площадка,unknown,нет,synthetic,,,,,,,,,,469052.4943395563,0.6111111111111112,1.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
all,31900691.151691068,77.45881145731002,3,10,17,,55.649354626119056,37.469121620739806,,,10.25951639559925,косметический ремонт,панельные,2002,2.68,не угловая,"пассажирский, грузовой",,двор,"наземный паркинг, гостевой паркинг",нет,synthetic,,,,,,,,,,411840.7002574851,0.5882352941176471,24.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
2k,27267340.297954485,56.80402936989295,2,12,33,,55.6689093560271,37.43885361270345,,,21.195136614247108,ремонт по дизайн-проекту,панельные,2025,2.68,не угловая,пассажирский и грузовой,,двор,подземный паркинг,нет,synthetic,,,,,,,,,,480024.7552932682,0.36363636363636365,1.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
2k,17945558.95748851,53.61468094097896,2,8,19,,55.63978306867345,37.357853658639414,,,8.83152963582548,косметический ремонт,панельные,2020,2.68,не угловая,"пассажирский, грузовой",,двор,"наземный паркинг, гостевой паркинг",есть,synthetic,,,,,,,,,,334713.52701405896,0.42105263157894735,6.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
all,12165576.867932599,21.95292379790235,0,18,20,,55.64354400180457,37.380789552394276,,,5.254266515052016,черновая отделка,блочные+кирпич,2021,2.7,не угловая,грузовой,,детская площадка,unknown,нет,synthetic,,,,,,,,,,554166.5875547314,0.9,5.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
2k,26473889.920584,68.64975240155299,2,5,14,,55.660891479922284,37.41775513335445,,,10.841469941102313,ремонт по дизайн-проекту,монолитно-каркасные,2002,2.69,не угловая,unknown,,двор,"наземный паркинг, гостевой паркинг",есть,synthetic,,,,,,,,,,385637.07798580657,0.35714285714285715,24.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
studio,7330390.565180305,23.54974670435713,0,14,15,,55.6488009183575,37.437372642065036,,,6.248034801652422,предчистовая отделка,монолитные,2002,2.66,не угловая,unknown,,unknown,unknown,нет,synthetic,,,,,,,,,,311272.58637665305,0.9333333333333333,24.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
all,15983288.970526045,44.666136148154436,1,24,25,,55.65471337886924,37.41438372478254,,,8.643171507762412,косметический ремонт,кирпичные,1974,2.68,не угловая,unknown,,двор,"наземный паркинг, гостевой паркинг",есть,synthetic,,,,,,,,,,357839.0778533115,0.96,52.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
all,4465501.375860991,60.178720739701006,3,8,9,,55.64901246406538,37.40274471146135,,,6.016133328151417,косметический ремонт,железобетонные,2025,2.68,не угловая,unknown,,unknown,unknown,нет,synthetic,,,,,,,,,,74203.99305555556,0.8888888888888888,1.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
3k,23658336.059416566,76.83107977614449,3,2,16,,55.64436370242771,37.41061751348294,,,12.941812771132092,косметический ремонт,панельные,2002,2.64,не угловая,"пассажирский, грузовой",,двор,наземный паркинг,нет,synthetic,,,,,,,,,,307926.6376100354,0.125,24.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
studio,9939571.520925052,21.54554014445484,0,3,16,,55.634957244467344,37.455764665502045,,,2.9858259304355905,современный ремонт,монолитные,2025,2.64,не угловая,unknown,,unknown,unknown,нет,synthetic,,,,,,,,,,461328.4909212728,0.1875,1.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
all,16112008.505712451,32.83576763984245,1,11,14,,55.66175125441375,37.411597770536474,,,8.696427447709894,unknown,монолитные,1974,2.64,не угловая,"пассажирский, грузовой, пассажирский и грузовой",,двор,"наземный паркинг, подземный паркинг, парковка во дворе",есть,synthetic,,,,,,,,,,490684.69123171555,0.7857142857142857,52.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
all,13334918.43309916,39.31193283430979,1,6,9,,55.63126287547263,37.454016797314885,,,9.622875530482238,черновая отделка,панели железобетонные,2002,3.12,не угловая,пассажирский,,детская площадка,наземный паркинг,нет,synthetic,,,,,,,,,,339207.90639581595,0.6666666666666666,24.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
all,12361576.648015745,22.733839137593154,0,15,24,,55.64598748389535,37.380808547138955,,,6.241491589689282,черновая отделка,монолитный железобетонный каркас,2002,2.64,не угловая,unknown,,детская площадка,unknown,нет,synthetic,,,,,,,,,,543752.270489782,0.625,24.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
all,11590169.305119738,22.018845718412944,0,18,20,,55.64065006947302,37.39079744748954,,,5.428773854101609,евроремонт,блочные+кирпич,2002,2.68,не угловая,грузовой,,детская площадка,unknown,нет,synthetic,,,,,,,,,,526374.9723005518,0.9,24.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
all,20662031.148026485,58.26714487393935,2,4,9,,55.63736412817427,37.4285389249956,,,12.226175188075404,черновая отделка,монолитно-заливные,2017,2.68,не угловая,unknown,,unknown,unknown,нет,synthetic,,,,,,,,,,354608.6082084282,0.4444444444444444,9.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
2k,24095313.00980297,57.20055754651621,2,14,23,,55.643314232264444,37.35915900113752,,,18.50725262211991,современный ремонт,монолитные,2018,2.64,не угловая,"пассажирский, грузовой",,двор,"наземный паркинг, подземный паркинг",есть,synthetic,,,,,,,,,,421242.62495533127,0.6086956521739131,8.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
all,13976202.223737104,33.44093501361045,1,9,12,,55.63783533745996,37.43703362820023,,,7.834978836928014,косметический ремонт,сборно-монолитный железобетонный каркас,1974,2.68,не угловая,unknown,,двор,наземный паркинг,есть,synthetic,,,,,,,,,,417936.9451855576,0.75,52.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
studio,7062525.968429929,24.167190325976556,0,15,15,,55.649538764939926,37.4392923766187,,,6.254263421325384,предчистовая отделка,монолитные,2002,2.64,не угловая,unknown,,unknown,unknown,нет,synthetic,,,,,,,,,,292236.1215005884,1.0,24.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
all,12252420.326614076,48.78401761436372,1,4,25,,55.62588837453589,37.43172599864372,,,5.035176321753924,черновая отделка,монолитно-кирпичный,2025,2.6,не угловая,пассажирский,,парковка,наземный паркинг,есть,synthetic,,,,,,,,,,251156.4427405121,0.16,1.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
all,20936029.4765844,58.20299004042325,2,4,9,,55.63741380776708,37.42857246442612,,,13.584234363090049,черновая отделка,монолитно-заливные,2017,2.68,не угловая,unknown,,unknown,unknown,нет,synthetic,,,,,,,,,,359707.11233295524,0.4444444444444444,9.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
all,9982299.883406803,22.66743267547422,0,18,25,,55.62440219953272,37.443287560274776,,,7.9725418339160035,евроремонт,железо-бетон,2025,2.64,не угловая,"грузовой, пассажирский",,детская площадка,unknown,нет,synthetic,,,,,,,,,,440380.7006431515,0.72,1.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
all,16992618.89737155,39.40728365614069,1,6,10,,55.65526334251712,37.424106384194786,,,4.858957456645102,евроремонт,"кирпичные, монолитно-каркасные",2025,2.68,не угловая,пассажирский,,двор,unknown,нет,synthetic,,,,,,,,,,431205.02914246544,0.6,1.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
all,20810105.615261745,48.98309161126137,1,24,25,,55.662262341285306,37.419254556946456,,,10.119611515152242,косметический ремонт,панельные,2021,2.68,не угловая,unknown,,двор,"парковка во дворе, наземный паркинг, гостевой паркинг",есть,synthetic,,,,,,,,,,424842.6330541667,0.96,5.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
all,18733562.552805174,36.8061296655971,1,4,33,,55.668648229907845,37.43937658326072,,,17.45034452895978,unknown,панельные,2002,2.68,не угловая,пассажирский и грузовой,,двор,подземный паркинг,нет,synthetic,,,,,,,,,,508979.4206293726,0.12121212121212122,24.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
all,13406777.527846834,36.68510595141513,1,14,14,,55.6470307641807,37.37619608742278,,,8.710073939179585,евроремонт,панельные,1974,2.64,не угловая,пассажирский,,двор,наземный паркинг,нет,synthetic,,,,,,,,,,365455.60330676014,1.0,52.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
all,24870645.868639782,63.349430589832224,2,2,19,,55.63153454554959,37.41949718844987,,,17.29957294606456,unknown,монолитные,2018,2.68,не угловая,грузовой,,двор,"подземный паркинг, наземный паркинг",нет,synthetic,,,,,,,,,,392594.62377285515,0.10526315789473684,8.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
all,12217292.269487068,18.797292708720462,0,14,25,,55.66292973472033,37.424256520712575,,,9.972844731243296,косметический ремонт,панельные,2002,2.68,не угловая,"пассажирский, грузовой",,двор,"подземный паркинг, наземный паркинг",есть,synthetic,,,,,,,,,,649949.5676746687,0.56,24.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
all,15530665.864267414,38.017075835556994,1,14,25,,55.62636111934679,37.43828603601559,,,11.081405043659482,черновая отделка,монолитный железобетонный каркас,2025,3.12,не угловая,unknown,,unknown,unknown,нет,synthetic,,,,,,,,,,408518.1598775605,0.56,1.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
1k,11518984.592726074,43.35280153289193,1,2,17,,55.64853748029271,37.40949428032957,,,7.48185469115227,косметический ремонт,кирпичные,1960,2.68,не угловая,unknown,,двор,"наземный паркинг, гостевой паркинг",нет,synthetic,,,,,,,,,,265703.3498512565,0.11764705882352941,66.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
all,17736188.640941426,59.36557578319961,2,8,16,,55.6440204978399,37.440257983079604,,,13.746125693694953,евроремонт,монолитные,2017,2.64,не угловая,unknown,,unknown,unknown,нет,synthetic,,,,,,,,,,298762.1766815365,0.5,9.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
all,18227960.178948365,52.8031268328137,2,9,24,,55.63235424861173,37.41070979506872,,,11.194537871050624,евроремонт,монолитные,2003,2.64,не угловая,"пассажирский, грузовой",,двор,"наземный паркинг, гостевой паркинг, подземный паркинг",нет,synthetic,,,,,,,,,,345206.07532698,0.375,23.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
all,23099220.99698324,61.52288443675596,2,3,19,,55.631932928593606,37.41857573501866,,,16.72769716157994,unknown,монолитные,2017,2.64,не угловая,грузовой,,двор,"подземный паркинг, наземный паркинг",нет,synthetic,,,,,,,,,,375457.379940121,0.15789473684210525,9.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
all,11063112.421339758,23.57084354317118,0,6,24,,55.64123455600278,37.40465494412051,,,5.719965631525596,черновая отделка,монолитный железобетонный каркас,2002,2.7,не угловая,unknown,,детская площадка,unknown,нет,synthetic,,,,,,,,,,469355.8124501193,0.25,24.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
all,22607215.749471515,68.89483573382975,2,22,26,,55.66091462010308,37.41437903389743,,,10.247435809042075,евроремонт,блоки железобетонные,2018,2.64,не угловая,unknown,,unknown,unknown,нет,synthetic,,,,,,,,,,328140.9340580021,0.8461538461538461,8.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
studio,4801929.1202075835,12.706067730435937,0,1,9,,55.63510874309966,37.38445180008489,,,4.238847662392074,косметический ремонт,панельные,2025,2.68,не угловая,"пассажирский, грузовой",,детская площадка,unknown,нет,synthetic,,,,,,,,,,377924.0928100131,0.1111111111111111,1.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
1k,18051135.39569241,52.59256982220921,1,3,16,,55.65539796661764,37.426816072586654,,,17.17560743056534,косметический ремонт,монолитно-кирпичный,1973,2.68,не угловая,"пассажирский, грузовой",,двор,наземный паркинг,нет,synthetic,,,,,,,,,,343225.9624641813,0.1875,53.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
all,16189559.675327253,35.01164483909957,1,11,15,,55.66138580532479,37.40872833067337,,,8.476782294851816,unknown,монолитные,1989,2.64,не угловая,"пассажирский, грузовой, пассажирский и грузовой",,двор,"наземный паркинг, подземный паркинг, парковка во дворе",есть,synthetic,,,,,,,,,,462405.00124254136,0.7333333333333333,37.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
all-teplyi-stan,22181470.45522319,71.95941886311812,3,6,9,,55.62024480288643,37.47168616366176,,,9.597010228252696,косметический ремонт,панельные,2025,2.68,не угловая,пассажирский,,двор,"наземный паркинг, гостевой паркинг",нет,synthetic,,,,,,,,,,308249.71637718467,0.6666666666666666,1.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
all,17174335.973942123,36.28680918041853,1,5,34,,55.66897713860106,37.437266697144764,,,16.706598403152736,unknown,панельные,1974,3.12,не угловая,пассажирский и грузовой,,двор,подземный паркинг,нет,synthetic,,,,,,,,,,473294.19041919836,0.14705882352941177,52.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
all,16678760.472348753,39.30520434781098,1,6,10,,55.65440847326692,37.42474407046514,,,5.038541565350526,евроремонт,"кирпичные, монолитно-каркасные",1960,2.68,не угловая,пассажирский,,двор,unknown,нет,synthetic,,,,,,,,,,424339.7470919813,0.6,66.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
1k,11544372.673414262,42.27395474688146,1,3,17,,55.64835551902939,37.4089121934755,,,9.009468175603766,косметический ремонт,кирпичные,2018,2.95,не угловая,unknown,,двор,"наземный паркинг, гостевой паркинг",нет,synthetic,,,,,,,,,,273084.75732959167,0.17647058823529413,8.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
all,4564841.267489662,61.51746125133758,3,8,10,,55.64894520617034,37.40249031752648,,,6.546719825841144,косметический ремонт,железобетонные,2002,3.13,не угловая,unknown,,unknown,unknown,нет,synthetic,,,,,,,,,,74203.99305555556,0.8,24.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
2k,24920802.555251375,57.365750344158265,2,14,23,,55.642463934023006,37.359166101983085,,,18.943386886615055,современный ремонт,монолитные,2002,2.68,не угловая,"пассажирский, грузовой",,двор,"наземный паркинг, подземный паркинг",есть,synthetic,,,,,,,,,,434419.5344041053,0.6086956521739131,24.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
1k,21428794.242013175,39.19478607637937,1,10,21,,55.63172914790832,37.411875899077124,,,9.787389381982967,косметический ремонт,монолитные,2021,2.95,не угловая,"пассажирский, пассажирский и грузовой, грузовой",,двор,"наземный паркинг, подземный паркинг",есть,synthetic,,,,,,,,,,546725.6333598712,0.47619047619047616,5.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
studio,9462330.179500764,21.952935756978253,0,18,20,,55.643150009934395,37.38005482037461,,,10.829513264783808,черновая отделка,панельные,2002,2.64,не угловая,unknown,,детская площадка,unknown,нет,synthetic,,,,,,,,,,431028.00847458147,0.9,24.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
all,29638372.111734655,74.81302812128091,3,7,17,,55.63979016632984,37.353879238253626,,,9.069742407956934,чистовая отделка,сборно-монолитный железобетонный каркас,2002,2.7,не угловая,"пассажирский, грузовой",,двор,наземный паркинг,есть,synthetic,,,,,,,,,,396165.9199743565,0.4117647058823529,24.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
all,17499118.54960308,34.06868648142002,1,10,15,,55.661210797085474,37.41029624739035,,,8.571391505600435,unknown,монолитные,2002,2.68,не угловая,"пассажирский, грузовой, пассажирский и грузовой",,двор,"наземный паркинг, подземный паркинг, парковка во дворе",есть,synthetic,,,,,,,,,,513642.30197564384,0.6666666666666666,24.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
all,7220584.544571438,26.19087724077235,0,6,25,,55.63145862968662,37.456417233577966,,,4.210343320206982,чистовая отделка,монолитно-кирпичный,2002,2.7,не угловая,unknown,,детская площадка,unknown,нет,synthetic,,,,,,,,,,275690.8246406835,0.24,24.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
3k,23496321.631894026,50.283284861221105,3,21,33,,55.66894665711938,37.437971842567016,,,21.076701543039896,unknown,панельные,2004,2.68,не угловая,пассажирский и грузовой,,двор,подземный паркинг,нет,synthetic,,,,,,,,,,467278.9714662136,0.6363636363636364,22.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
all,11335839.328498365,21.578645831889517,0,10,18,,55.634433454256396,37.43806653250013,,,8.627987135715117,евроремонт,монолитные,2002,2.68,не угловая,unknown,,детская площадка,unknown,нет,synthetic,,,,,,,,,,525326.724244482,0.5555555555555556,24.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
2k,24604177.26763462,69.01725273874513,2,9,25,,55.66247424733295,37.419800941082215,,,9.167680048169299,современный ремонт,панельные,2002,2.68,не угловая,unknown,,двор,"парковка во дворе, наземный паркинг, гостевой паркинг",есть,synthetic,,,,,,,,,,356493.14180571906,0.36,24.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
2k,27602917.556646466,71.40110037298986,2,5,15,,55.66114859042544,37.41761248288792,,,10.776752618745796,ремонт по дизайн-проекту,монолитно-каркасные,2002,2.64,не угловая,unknown,,двор,"наземный паркинг, гостевой паркинг",есть,synthetic,,,,,,,,,,386589.5261060753,0.3333333333333333,24.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
1k,10925908.278337123,40.42314983001685,1,3,17,,55.64789902563988,37.40873673359081,,,8.341160139393494,косметический ремонт,кирпичные,2021,2.68,не угловая,unknown,,двор,"наземный паркинг, гостевой паркинг",нет,synthetic,,,,,,,,,,270288.39475106704,0.17647058823529413,5.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
all,20614973.61038622,57.164009717892164,2,9,24,,55.632138580051496,37.413065244342405,,,13.462964197046825,евроремонт,монолитные,2020,2.62,не угловая,"пассажирский, грузовой",,двор,"наземный паркинг, гостевой паркинг, подземный паркинг",нет,synthetic,,,,,,,,,,360628.54429075844,0.375,6.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
all,28252523.134694535,75.47663978357497,3,18,22,,55.63229593164696,37.415279670602295,,,10.806493297200477,unknown,монолитные,2024,2.64,не угловая,unknown,,двор,"наземный паркинг, подземный паркинг",нет,synthetic,,,,,,,,,,374321.4220414033,0.8181818181818182,2.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
all-teplyi-stan,19820014.495534953,72.11650131921328,3,6,9,,55.62028738697404,37.47034671530718,,,8.729189423878827,косметический ремонт,панельные,2002,2.7,не угловая,пассажирский,,двор,"наземный паркинг, гостевой паркинг",нет,synthetic,,,,,,,,,,274833.2785558262,0.6666666666666666,24.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
all,13091356.65176082,48.244395753405016,1,5,25,,55.62589184877363,37.43078181464348,,,5.842720057716194,черновая отделка,монолитно-кирпичный,2002,2.68,не угловая,пассажирский,,парковка,наземный паркинг,есть,synthetic,,,,,,,,,,271354.97185363446,0.2,24.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
all,18197380.072115406,55.09044918332173,2,10,18,,55.62466236527069,37.441237987605646,,,15.667079624836687,чистовая отделка,монолитные,2024,2.68,не угловая,unknown,,детская площадка,unknown,нет,synthetic,,,,,,,,,,330318.23740556,0.5555555555555556,2.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
all,13731552.484152418,49.91909396912162,2,6,15,,55.64877550082444,37.440173817246915,,,5.4774303940856495,требует ремонта / частичный ремонт,монолитно-кирпичный,2018,2.68,не угловая,"пассажирский и грузовой, пассажирский",,двор,"наземный паркинг, подземный паркинг, гостевой паркинг",нет,synthetic,,,,,,,,,,275076.1560826069,0.4,8.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
all,12404679.142911438,33.01855904112202,1,15,26,,55.62632051962171,37.431339073837805,,,5.8487662682002055,черновая отделка,монолитно-кирпичный,2025,2.68,не угловая,пассажирский,,парковка,наземный паркинг,есть,synthetic,,,,,,,,,,375688.08279799204,0.5769230769230769,1.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
all-solntsevo,12553712.539727781,22.04101888001414,0,10,24,,55.643899319889876,37.38062632653811,,,4.9387663999222715,чистовая отделка,монолитный железобетонный каркас,2002,2.68,не угловая,unknown,,детская площадка,unknown,нет,synthetic,,,,,,,,,,569561.3532236005,0.4166666666666667,24.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
studio,9828036.105521644,21.45708414454789,0,1,16,,55.634417078541645,37.45617800329403,,,3.7788076368019046,современный ремонт,монолитные,2025,2.68,не угловая,unknown,,unknown,unknown,нет,synthetic,,,,,,,,,,458032.2302561733,0.0625,1.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
2k,27782799.684400115,59.037134738609375,2,12,35,,55.66893732719446,37.43683844584296,,,21.83577872047136,ремонт по дизайн-проекту,панельные,2017,2.68,не угловая,пассажирский и грузовой,,двор,подземный паркинг,нет,synthetic,,,,,,,,,,470598.7139689317,0.34285714285714286,9.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
all,19317092.896941323,55.45272364173316,2,9,24,,55.631868867597305,37.413224883238435,,,11.247708186367058,евроремонт,монолитные,1988,2.68,не угловая,"пассажирский, грузовой",,двор,"наземный паркинг, гостевой паркинг, подземный паркинг",нет,synthetic,,,,,,,,,,348352.46365434566,0.375,38.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
2k,17605241.144798756,54.352959876145505,2,8,17,,55.640237241183215,37.35831893977309,,,10.649633124168838,косметический ремонт,панельные,2020,2.64,не угловая,"пассажирский, грузовой",,двор,"наземный паркинг, гостевой паркинг",есть,synthetic,,,,,,,,,,323905.84036114963,0.47058823529411764,6.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
all,12448834.193000443,21.336591451546795,0,12,24,,55.64399306159593,37.38387922198534,,,12.801954870928077,unknown,кирпичные,2002,2.64,не угловая,"грузовой, пассажирский",,двор,"подземный паркинг, наземный паркинг",нет,synthetic,,,,,,,,,,583449.9958098024,0.5,24.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
all,22702986.63929735,61.751158912393706,2,2,20,,55.63191152492725,37.41974828972306,,,17.09761862152236,unknown,монолитные,2002,2.62,не угловая,грузовой,,двор,"подземный паркинг, наземный паркинг",нет,synthetic,,,,,,,,,,367652.80262198887,0.1,24.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
2k,15925012.82900449,35.36234412846271,2,10,20,,55.6444998071986,37.380307517711245,,,9.269477206850782,без отделки,блочные+кирпич,2015,2.64,не угловая,грузовой,,детская площадка,unknown,нет,synthetic,,,,,,,,,,450338.15550102765,0.5,11.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
all,21566609.132081058,59.174065354086274,2,3,8,,55.63856536781211,37.42738726179522,,,12.703397826841346,черновая отделка,монолитно-заливные,2024,2.68,не угловая,unknown,,unknown,unknown,нет,synthetic,,,,,,,,,,364460.4946952791,0.375,2.0,,3,1,geo_cluster_bootstrap_mixup_tail_v3,3
