source_group,price,area_total,rooms,floor,floors_total,address,latitude,longitude,metro,metro_walk_min,kitchen_area,renovation,walls,build_year,ceiling_height,floor_position,elevator,house_number,yard,parking,playground,link,address_source,metro_distance_km,metro_source,distance_to_center_km,distance_to_mkad_km,distance_to_school_km,distance_to_kindergarten_km,distance_to_clinic_km,distance_to_mall_km,price_per_m2,floor_ratio,house_age,has_metro_near,geo_generation_cluster,is_synthetic,generation_method,parent_geo_cluster
all-meshchanskii,55398148.67524587,148.24930400442813,4,5,6,"Карантинный корпус, 2А с4, Орлово-Давыдовский переулок, Мещанский район, Москва, Центральный федеральный округ, 129110, Россия",55.78269331533003,37.638019706943474,Проспект Мира,4,15.80477779791102,евроремонт,кирпич красный,2023,4.5,не угловая,пассажирский,,детская площадка,unknown,нет,synthetic,geo,0.32,geo_recomputed,3.67,11.9,0.19,0.15,0.17,0.21,373682.35248909605,0.8333333333333334,3.0,1,1,1,geo_cluster_bootstrap_mixup_tail_v3,1
4k,47861657.13339704,105.6036716751915,4,5,8,"2, улица Годовикова, Останкинский район, Москва, Центральный федеральный округ, 129085, Россия",55.80223696462215,37.631785479195834,Рижская,9,24.69302397156631,евроремонт,панельные,2002,2.68,не угловая,пассажирский,,двор,наземный паркинг,нет,synthetic,geo,0.75,geo_recomputed,5.66,10.54,0.19,0.05,0.81,0.13,453219.631232204,0.625,24.0,1,1,1,geo_cluster_bootstrap_mixup_tail_v3,1
1k,34403611.89959301,36.31579192001839,1,8,21,"Selfie, площадь Курского Вокзала, Бауманка, Басманный район, Москва, Центральный федеральный округ, 105064, Россия",55.75632764408226,37.65968412569324,Чкаловская,1,3.0,ремонт по дизайн-проекту,монолитные,1973,2.68,не угловая,"грузовой, пассажирский и грузовой",,двор,подземный паркинг,есть,synthetic,geo,0.05,geo_recomputed,2.8,11.46,0.39,0.34,0.28,0.08,947345.7711004416,0.3809523809523809,53.0,1,1,1,geo_cluster_bootstrap_mixup_tail_v3,1
studio,8240909.569958339,10.0,0,3,5,"улица Покровка, Бауманка, Басманный район, Москва, Центральный федеральный округ, 105062, Россия",55.76206904136276,37.652715181418074,Курская,7,4.720287151855981,евроремонт,кирпич красный,1973,2.64,не угловая,unknown,,детская площадка,unknown,нет,synthetic,geo,0.56,geo_recomputed,2.57,11.91,0.15,0.21,0.19,0.04,824090.9569958339,0.6,53.0,1,1,1,geo_cluster_bootstrap_mixup_tail_v3,1
all,63814347.91270047,106.29497656962178,4,3,5,"39 с1, улица Покровка, Бауманка, Басманный район, Москва, Центральный федеральный округ, 105062, Россия",55.761997903425986,37.651654604104586,Курская,7,6.4848030522783935,частичный ремонт,кирпичные,1961,2.68,не угловая,пассажирский,,парковка,"наземный паркинг, парковка во дворе",нет,synthetic,geo,0.6,geo_recomputed,2.51,11.98,0.14,0.2,0.12,0.03,600351.4932890824,0.6,65.0,1,1,1,geo_cluster_bootstrap_mixup_tail_v3,1
3k,56016621.33813398,68.84061273063838,3,2,22,"Большая Спасская улица, Красносельский район, Москва, Центральный федеральный округ, 107053, Россия",55.7759713338728,37.647996062355055,Площадь трёх вокзалов,3,9.881137964918222,unknown,монолитно-кирпичный,2002,2.64,не угловая,unknown,,unknown,unknown,нет,synthetic,geo,0.21,geo_recomputed,3.33,12.03,0.43,0.07,0.09,0.12,813714.7407057154,0.0909090909090909,24.0,1,1,1,geo_cluster_bootstrap_mixup_tail_v3,1
2k,18104861.885641593,34.625225285407545,2,1,5,"1/2 к7, Садовая-Спасская улица, Красносельский район, Москва, Центральный федеральный округ, 107045, Россия",55.7717566507794,37.638965908119125,Сухаревская,5,3.0,современный ремонт,монолитные,2002,3.0,не угловая,unknown,,unknown,unknown,нет,synthetic,geo,0.39,geo_recomputed,2.62,12.76,0.14,0.26,0.2,0.19,522880.69568955863,0.2,24.0,1,1,1,geo_cluster_bootstrap_mixup_tail_v3,1
3k,47985896.37209425,86.6690109062823,3,3,6,"Чистые пруды, Чистопрудный бульвар, Басманный район, Москва, Центральный федеральный округ, 101990, Россия",55.766035000636585,37.639446096808,Чистые пруды,2,9.061780600104695,без отделки,кирпичные,2022,2.75,не угловая,unknown,,двор,unknown,нет,synthetic,geo,0.14,geo_recomputed,2.14,12.76,0.22,0.41,0.05,0.09,553668.4435453266,0.5,4.0,1,1,1,geo_cluster_bootstrap_mixup_tail_v3,1
all,17201523.91683703,41.95331975822555,1,5,16,"Кондитерский концерн «Бабаевский», 1-я Рыбинская улица, район Сокольники, Москва, Центральный федеральный округ, 107113, Россия",55.78702970967305,37.65546223090719,Митьково,9,11.101870386675218,косметический ремонт,монолитные,1960,2.68,не угловая,"пассажирский, грузовой",,двор,unknown,нет,synthetic,geo,0.76,geo_recomputed,4.61,10.81,0.54,0.54,0.23,0.25,410015.79889192025,0.3125,66.0,1,1,1,geo_cluster_bootstrap_mixup_tail_v3,1
3k,47174188.66873216,90.9999239826328,3,3,8,"Творческая мастерская «АктэМ», Чистопрудный бульвар, Басманный район, Москва, Центральный федеральный округ, 101000, Россия",55.764544908618504,37.63824142715991,Чистые пруды,1,8.157091781787784,без отделки,кирпичные,2022,2.68,не угловая,unknown,,двор,парковка во дворе,нет,synthetic,geo,0.05,geo_recomputed,1.97,12.83,0.31,0.54,0.1,0.1,518398.1107251835,0.375,4.0,1,1,1,geo_cluster_bootstrap_mixup_tail_v3,1
all,18550427.036008146,31.287795716287203,1,4,5,"50А, улица Земляной Вал, Таганский район, Москва, Центральный федеральный округ, 105120, Россия",55.751322444288114,37.653892871716046,Чкаловская,7,5.733386554980963,косметический ремонт,блочные+кирпич,1974,2.68,не угловая,unknown,,детская площадка,unknown,нет,synthetic,geo,0.62,geo_recomputed,2.4,11.8,0.2,0.42,0.09,0.5,592896.578724193,0.8,52.0,1,1,1,geo_cluster_bootstrap_mixup_tail_v3,1
2k,53351424.50820231,77.37944696944267,2,7,14,"4 к1, улица Гиляровского, Мещанский район, Москва, Центральный федеральный округ, 129090, Россия",55.77463762108301,37.6307875042099,Сухаревская,3,13.684699132549984,евроремонт,монолитно-каркасные,1847,3.5,не угловая,"пассажирский, грузовой",,двор,"наземный паркинг, подземный паркинг",нет,synthetic,geo,0.29,geo_recomputed,2.67,12.87,0.33,0.32,0.11,0.2,689477.9763581266,0.5,179.0,1,1,1,geo_cluster_bootstrap_mixup_tail_v3,1
all,50557302.456990235,90.45708155820572,3,13,55,"12, улица Алексеевский пост, район Марьина Роща, Москва, Центральный федеральный округ, 129272, Россия",55.799696702312,37.63032359912993,Рижская,8,19.49849250772417,чистовая отделка,монолитный железобетонный каркас,2025,2.68,не угловая,unknown,,двор,unknown,нет,synthetic,geo,0.63,geo_recomputed,5.36,10.83,0.48,0.24,0.93,0.4,558909.2814635913,0.2363636363636363,1.0,1,1,1,geo_cluster_bootstrap_mixup_tail_v3,1
all,52893349.25670625,100.08840849560224,4,3,5,"45 с2, улица Покровка, Бауманка, Басманный район, Москва, Центральный федеральный округ, 105062, Россия",55.76276507608797,37.65234951484539,Курская,8,7.949045376844708,частичный ремонт,кирпичные,2002,3.0,не угловая,пассажирский,,парковка,"наземный паркинг, парковка во дворе",нет,synthetic,geo,0.63,geo_recomputed,2.58,11.94,0.22,0.15,0.15,0.08,528466.2834760762,0.6,24.0,1,1,1,geo_cluster_bootstrap_mixup_tail_v3,1
2k,10064112.826424448,47.52927173761036,2,7,14,"17 с1, Плетешковский переулок, Бауманка, Басманный район, Москва, Центральный федеральный округ, 105005, Россия",55.76960039266162,37.67538732000801,Бауманская,5,6.837238196562813,косметический ремонт,кирпичные,2002,2.68,не угловая,пассажирский,,двор,"наземный паркинг, гостевой паркинг",нет,synthetic,geo,0.39,geo_recomputed,4.21,10.51,0.16,0.19,0.15,0.22,211745.5719074404,0.5,24.0,1,1,1,geo_cluster_bootstrap_mixup_tail_v3,1
all,125338692.17718388,176.35725082767692,5,6,8,"Мастерская моды Натальи Нафталиевой, Милютинский переулок, Красносельский район, Москва, Центральный федеральный округ, 101000, Россия",55.7656735679431,37.63218643751944,Сретенский бульвар,3,17.51469867445236,косметический ремонт,железобетонные,1973,2.68,не угловая,unknown,,двор,наземный паркинг,нет,synthetic,geo,0.22,geo_recomputed,1.82,13.21,0.12,0.54,0.07,0.05,710709.0385507055,0.75,53.0,1,1,1,geo_cluster_bootstrap_mixup_tail_v3,1
3k,34030211.30138067,73.39874693228109,3,13,16,"Судебный участок мирового судьи № 412, Широкий проезд, Останкинский район, Москва, Центральный федеральный округ, 129085, Россия",55.80463567299864,37.63478625102794,Алексеевская,5,10.332260200475664,косметический ремонт,железобетонные,2005,2.68,не угловая,"пассажирский, грузовой",,двор,наземный паркинг,есть,synthetic,geo,0.43,geo_recomputed,5.95,10.23,0.11,0.24,0.58,0.09,463634.7720319737,0.8125,21.0,1,1,1,geo_cluster_bootstrap_mixup_tail_v3,1
all-alekseevskii,101801322.07388012,109.33145250150056,3,1,21,"16 к5, Новоалексеевская улица, Алексеевский район, Москва, Центральный федеральный округ, 129626, Россия",55.80858479509397,37.648787258142136,Алексеевская,8,18.559270666450495,евроремонт,монолитно-кирпичный,1927,2.64,не угловая,"грузовой, пассажирский",,двор,"наземный паркинг, подземный паркинг",есть,synthetic,geo,0.64,geo_recomputed,6.6,9.32,0.32,0.23,0.4,0.19,931125.6710184374,0.0476190476190476,99.0,1,1,1,geo_cluster_bootstrap_mixup_tail_v3,1
all,42105551.19754991,85.93111884965006,3,13,58,"10, 4-я улица Марьиной Рощи, район Марьина Роща, Москва, Центральный федеральный округ, 129594, Россия",55.797920896272124,37.6257962647372,Марьина Роща,6,18.475727824675293,чистовая отделка,монолитный железобетонный каркас,2025,2.64,не угловая,unknown,,unknown,unknown,нет,synthetic,geo,0.54,geo_recomputed,5.12,11.07,0.52,0.37,0.81,0.48,489991.8884009896,0.2241379310344827,1.0,1,1,1,geo_cluster_bootstrap_mixup_tail_v3,1
2k,46951345.875161335,57.275996297327744,2,5,5,"7/2, Чистопрудный бульвар, Басманный район, Москва, Центральный федеральный округ, 105175, Россия",55.76305895771238,37.642871980844525,Чистые пруды,4,6.800587283704451,unknown,кирпичные,1917,2.64,не угловая,пассажирский,,двор,наземный паркинг,есть,synthetic,geo,0.36,geo_recomputed,2.09,12.53,0.1,0.44,0.09,0.28,819738.6149588792,1.0,109.0,1,1,1,geo_cluster_bootstrap_mixup_tail_v3,1
all,12243840.351885632,45.125983084006016,2,5,5,"район Сокольники, Москва, Центральный федеральный округ, 107113, Россия",55.78606271616912,37.67188037237964,Митьково,3,6.642748305838382,косметический ремонт,кирпичные,1927,3.5,не угловая,пассажирский,,двор,"наземный паркинг, гостевой паркинг",нет,synthetic,geo,0.28,geo_recomputed,5.15,10.19,0.19,0.23,0.14,0.13,271325.7311002541,1.0,99.0,1,1,1,geo_cluster_bootstrap_mixup_tail_v3,1
all-sokolniki,20295656.206639644,53.95137198140849,2,7,24,"1Л с11, улица Сокольнический Вал, район Сокольники, Москва, Центральный федеральный округ, 107113, Россия",55.793998726498536,37.65293188716686,Рижская,11,14.887942689354976,unknown,панельные,1973,2.64,не угловая,unknown,,unknown,unknown,нет,synthetic,geo,0.9,geo_recomputed,5.2,10.34,1.01,0.23,0.59,0.38,376184.2463178411,0.2916666666666667,53.0,1,1,1,geo_cluster_bootstrap_mixup_tail_v3,1
2k,19754416.11405793,34.55685546087706,2,1,5,"Ресничные феи, Даев переулок, Красносельский район, Москва, Центральный федеральный округ, 107045, Россия",55.769845992899505,37.63906840902486,Сретенский бульвар,6,3.1667125550557342,современный ремонт,монолитные,1979,2.68,не угловая,unknown,,unknown,unknown,нет,synthetic,geo,0.47,geo_recomputed,2.45,12.79,0.12,0.1,0.07,0.1,571649.7016466833,0.2,47.0,1,1,1,geo_cluster_bootstrap_mixup_tail_v3,1
3k,33456930.390648093,74.27184383118119,3,13,16,"13, Большая Марьинская улица, Останкинский район, Москва, Центральный федеральный округ, 129085, Россия",55.80731671780897,37.63354029246735,Алексеевская,4,10.006659291061696,косметический ремонт,железобетонные,2017,2.64,не угловая,"пассажирский, грузовой",,двор,"наземный паркинг, гостевой паркинг",есть,synthetic,geo,0.33,geo_recomputed,6.23,9.97,0.2,0.22,0.27,0.14,450465.86518971046,0.8125,9.0,1,1,1,geo_cluster_bootstrap_mixup_tail_v3,1
3k,21338715.56850837,66.1120207949904,3,6,16,"1, Скорняжный переулок, Красносельский район, Москва, Центральный федеральный округ, 107078, Россия",55.77354081532168,37.64085737724932,Сухаревская,6,8.741608747670243,современный ремонт,монолитно-кирпичный,2017,2.68,не угловая,unknown,,двор,наземный паркинг,нет,synthetic,geo,0.52,geo_recomputed,2.85,12.53,0.11,0.35,0.28,0.16,322766.04635454284,0.375,9.0,1,1,1,geo_cluster_bootstrap_mixup_tail_v3,1
all,111111364.14192164,133.88059903511416,3,6,21,"Третье транспортное кольцо, Мещанский район, Москва, Центральный федеральный округ, 129063, Россия",55.79298745594625,37.643429644558,Рижская,4,17.601270184831254,евроремонт,железобетонные,2002,2.7,не угловая,"грузовой, пассажирский",,двор,"наземный паркинг, подземный паркинг",есть,synthetic,geo,0.32,geo_recomputed,4.86,10.82,0.54,0.5,0.6,0.39,829928.7943339677,0.2857142857142857,24.0,1,1,1,geo_cluster_bootstrap_mixup_tail_v3,1
all,39431613.559916615,83.6461634023312,3,12,56,"8А, 4-я улица Марьиной Рощи, район Марьина Роща, Москва, Центральный федеральный округ, 129594, Россия",55.79749644473364,37.62699771449888,Марьина Роща,7,18.12412271319843,чистовая отделка,монолитный железобетонный каркас,2002,2.68,не угловая,unknown,,unknown,unknown,нет,synthetic,geo,0.62,geo_recomputed,5.09,11.11,0.52,0.46,0.81,0.4,471409.7091369724,0.2142857142857142,24.0,1,1,1,geo_cluster_bootstrap_mixup_tail_v3,1
3k,109952737.41826648,128.08119811479378,3,7,9,"Верховный Суд Российской Федерации, Малый Харитоньевский переулок, Басманный район, Москва, Центральный федеральный округ, 105175, Россия",55.76486399275995,37.64415653903936,Чистые пруды,4,13.51296896938591,требует ремонта / частичный ремонт,кирпичные,2002,2.68,не угловая,"пассажирский, грузовой",,двор,наземный паркинг,нет,synthetic,geo,0.37,geo_recomputed,2.27,12.46,0.14,0.39,0.08,0.28,858461.1874080102,0.7777777777777778,24.0,1,1,1,geo_cluster_bootstrap_mixup_tail_v3,1
3k,29819558.042247508,68.14016732805493,3,6,9,"Osteria Monti, 1, Краснопрудная улица, Красносельский район, Москва, Центральный федеральный округ, 107140, Россия",55.776911136471085,37.65981962591083,Комсомольская,4,9.739657346600085,косметический ремонт,кирпичные,1962,2.68,не угловая,пассажирский,,двор,гостевой паркинг,нет,synthetic,geo,0.34,geo_recomputed,3.9,11.44,0.5,0.61,0.56,0.12,437620.8514235639,0.6666666666666666,64.0,1,1,1,geo_cluster_bootstrap_mixup_tail_v3,1
all,35313488.017439365,66.30931941341419,3,5,8,"4-6 с3, Новая Басманная улица, Басманный район, Москва, Центральный федеральный округ, 107053, Россия",55.768918966314494,37.65376854490501,Красные ворота,5,8.967031832902183,косметический ремонт,кирпичные,1960,2.68,не угловая,"пассажирский, грузовой",,двор,наземный паркинг,есть,synthetic,geo,0.38,geo_recomputed,3.03,11.87,0.09,0.24,0.13,0.25,532556.9366392192,0.625,66.0,1,1,1,geo_cluster_bootstrap_mixup_tail_v3,1
all,33619439.51981026,64.53251138005984,3,5,8,"Новая Басманная улица, Басманный район, Москва, Центральный федеральный округ, 107053, Россия",55.768656213014125,37.65383548843668,Красные ворота,5,8.926389611135566,косметический ремонт,кирпичные,2020,2.64,не угловая,"пассажирский, грузовой",,двор,наземный паркинг,есть,synthetic,geo,0.38,geo_recomputed,3.01,11.86,0.08,0.23,0.16,0.27,520969.02477281337,0.625,6.0,1,1,1,geo_cluster_bootstrap_mixup_tail_v3,1
all-sokolniki,22654278.555681273,52.004467948799295,2,6,23,"Уралсиб, улица Сокольнический Вал, район Сокольники, Москва, Центральный федеральный округ, 107113, Россия",55.794524929135065,37.65227674858282,Рижская,10,13.849301406485756,unknown,панельные,2002,2.68,не угловая,unknown,,unknown,unknown,нет,synthetic,geo,0.86,geo_recomputed,5.24,10.32,1.06,0.25,0.55,0.45,435621.7734596461,0.2608695652173913,24.0,1,1,1,geo_cluster_bootstrap_mixup_tail_v3,1
all,11525102.68284402,20.63776232506716,0,14,20,"улица Сокольнический Вал, район Сокольники, Москва, Центральный федеральный округ, 107113, Россия",55.79434703609416,37.65375109768292,Рижская,11,6.197190246629257,unknown,монолитные,2002,2.7,не угловая,unknown,,двор,наземный паркинг,нет,synthetic,geo,0.95,geo_recomputed,5.26,10.28,0.98,0.17,0.54,0.38,558447.3016653231,0.7,24.0,1,1,1,geo_cluster_bootstrap_mixup_tail_v3,1
4k,48589428.32523241,101.84954877490644,4,5,8,"Дикси, улица Годовикова, Останкинский район, Москва, Центральный федеральный округ, 129085, Россия",55.802580284718246,37.6314965339141,Алексеевская,9,21.442366911879123,евроремонт,панельные,2002,2.68,не угловая,пассажирский,,двор,наземный паркинг,нет,synthetic,geo,0.73,geo_recomputed,5.69,10.51,0.16,0.09,0.77,0.09,477070.62927316385,0.625,24.0,1,1,1,geo_cluster_bootstrap_mixup_tail_v3,1
1k,31058648.925561592,34.9093980829127,1,9,22,"площадь Курского Вокзала, Бауманка, Басманный район, Москва, Центральный федеральный округ, 105064, Россия",55.75569745470552,37.65933884507515,Чкаловская,0,3.0,ремонт по дизайн-проекту,монолитные,2023,2.68,не угловая,"грузовой, пассажирский и грузовой",,двор,подземный паркинг,есть,synthetic,geo,0.03,geo_recomputed,2.76,11.48,0.33,0.27,0.23,0.09,889693.0520484695,0.4090909090909091,3.0,1,1,1,geo_cluster_bootstrap_mixup_tail_v3,1
3k,20527085.792068113,62.708946073881464,3,5,17,"2 с2, Докучаев переулок, Красносельский район, Москва, Центральный федеральный округ, 107078, Россия",55.774138415749,37.64208275656296,Сухаревская,7,9.488080333359653,современный ремонт,монолитно-кирпичный,2005,2.65,не угловая,unknown,,двор,наземный паркинг,нет,synthetic,geo,0.61,geo_recomputed,2.95,12.43,0.07,0.26,0.32,0.09,327339.0333794452,0.2941176470588235,21.0,1,1,1,geo_cluster_bootstrap_mixup_tail_v3,1
all,38647780.845761105,81.17372302546995,3,6,55,"Метро «Рижская», проспект Мира, район Марьина Роща, Москва, Центральный федеральный округ, 129063, Россия",55.79264207453959,37.633941758646415,Рижская,1,16.681467346032466,чистовая отделка,монолитный железобетонный каркас,1960,3.1,не угловая,unknown,,unknown,unknown,нет,synthetic,geo,0.05,geo_recomputed,4.64,11.25,0.44,0.47,0.15,0.08,476111.96585913096,0.109090909090909,66.0,1,1,1,geo_cluster_bootstrap_mixup_tail_v3,1
all-tverskoi,28846157.13853516,54.426571233230526,2,5,5,"1, проезд Воскресенские Ворота, Китай-город, 18, Тверской район, Москва, Центральный федеральный округ, 125009, Россия",55.755796235910545,37.61871112552196,Площадь Революции,3,9.312414876009958,косметический ремонт,кирпичные,1976,3.5,не угловая,unknown,,двор,"наземный паркинг, гостевой паркинг",нет,synthetic,geo,0.25,geo_recomputed,0.44,14.02,0.5,1.15,0.44,0.16,530001.3667023532,1.0,50.0,1,1,1,geo_cluster_bootstrap_mixup_tail_v3,1
2k,28596775.81821576,39.413185341087605,2,2,3,"22, Уланский переулок, Красносельский район, Москва, Центральный федеральный округ, 105175, Россия",55.76955899550415,37.641544447757674,Красные ворота,5,6.3684038397735785,unknown,кирпичные,1961,2.68,не угловая,unknown,,детская площадка,unknown,нет,synthetic,geo,0.42,geo_recomputed,2.52,12.63,0.15,0.25,0.1,0.14,725563.6805483997,0.6666666666666666,65.0,1,1,1,geo_cluster_bootstrap_mixup_tail_v3,1
studio,7081665.877068467,13.415720626790971,0,4,5,"Norke, Краснопрудная улица, Красносельский район, Москва, Центральный федеральный округ, 107140, Россия",55.77891141098821,37.6660376627289,Красносельская,1,0.8650489227092211,unknown,кирпич красный,1917,3.02,не угловая,unknown,,детская площадка,unknown,нет,synthetic,geo,0.12,geo_recomputed,4.33,11.03,0.27,0.17,0.23,0.08,527863.2489503768,0.8,109.0,1,1,1,geo_cluster_bootstrap_mixup_tail_v3,1
all-marina-roshcha,6507331.776147522,36.93423181669195,2,5,13,"Гимназия №1572, 11, Октябрьский переулок, район Марьина Роща, Москва, Центральный федеральный округ, 127018, Россия",55.7865856285913,37.610654512074426,Достоевская,7,6.15833412946433,косметический ремонт,панельные,2002,3.5,не угловая,пассажирский,,двор,"наземный паркинг, гостевой паркинг",есть,synthetic,geo,0.58,geo_recomputed,3.84,12.48,0.03,0.29,0.24,0.21,176187.00744729224,0.3846153846153846,24.0,1,1,1,geo_cluster_bootstrap_mixup_tail_v3,1
2k,53925116.88413527,75.0867131303279,2,6,15,"7 с3, проспект Мира, Мещанский район, Москва, Центральный федеральный округ, 129090, Россия",55.77513919436274,37.631101565576415,Сухаревская,4,13.282595991663046,евроремонт,монолитно-каркасные,1917,2.68,не угловая,"пассажирский, грузовой",,двор,"наземный паркинг, подземный паркинг",нет,synthetic,geo,0.33,geo_recomputed,2.73,12.81,0.29,0.32,0.11,0.24,718171.2267859897,0.4,109.0,1,1,1,geo_cluster_bootstrap_mixup_tail_v3,1
all,17605081.284417342,29.717668231856138,1,4,5,"Бизнес-центр ""Сильвер Сити"", 29, Серебряническая набережная, Таганский район, Москва, Центральный федеральный округ, 109028, Россия",55.75078074786312,37.65392919431732,Чкаловская,8,5.666428243041765,косметический ремонт,блочные+кирпич,2022,2.68,не угловая,unknown,,детская площадка,unknown,нет,synthetic,geo,0.67,geo_recomputed,2.4,11.8,0.2,0.39,0.1,0.5,592411.2600983077,0.8,4.0,1,1,1,geo_cluster_bootstrap_mixup_tail_v3,1
all,52688897.1562409,86.92620628735573,3,40,55,"10, 4-я улица Марьиной Рощи, район Марьина Роща, Москва, Центральный федеральный округ, 129594, Россия",55.797317448621975,37.62474222311669,Марьина Роща,6,18.080185706735968,требует ремонта / частичный ремонт,монолитно-кирпичный,1940,2.68,не угловая,unknown,,двор,подземный паркинг,нет,synthetic,geo,0.48,geo_recomputed,5.05,11.15,0.43,0.34,0.74,0.52,606133.632268098,0.7272727272727273,86.0,1,1,1,geo_cluster_bootstrap_mixup_tail_v3,1
4k,61853106.11467982,102.40951045770171,4,5,8,"улица Сущёвский Вал, район Марьина Роща, Москва, Центральный федеральный округ, 129272, Россия",55.793823095317634,37.62898451239879,Рижская,4,21.698718189866582,евроремонт,панельные,2002,3.24,не угловая,пассажирский,,двор,наземный паркинг,нет,synthetic,geo,0.35,geo_recomputed,4.7,11.37,0.46,0.36,0.43,0.31,603978.1445906536,0.625,24.0,1,1,1,geo_cluster_bootstrap_mixup_tail_v3,1
all-meshchanskii,19132783.6734423,44.27158539226713,2,6,10,"Орлово-Давыдовский переулок, Большая Переяславская улица, Мещанский район, Москва, Центральный федеральный округ, 129110, Россия",55.783014484035895,37.641990625726,Проспект Мира,7,6.222796044569122,косметический ремонт,панельные,1927,2.64,не угловая,unknown,,unknown,unknown,нет,synthetic,geo,0.57,geo_recomputed,3.8,11.71,0.15,0.12,0.05,0.33,432168.4779055643,0.6,99.0,1,1,1,geo_cluster_bootstrap_mixup_tail_v3,1
all,83600769.93947646,110.4364751281136,3,2,9,"7 с2, Самотёчная улица, Тверской район, Москва, Центральный федеральный округ, 127473, Россия",55.77609639011796,37.618285163324046,Цветной бульвар,6,29.39268560769048,unknown,кирпичные,1937,3.5,не угловая,"пассажирский, грузовой",,двор,наземный паркинг,нет,synthetic,geo,0.51,geo_recomputed,2.66,13.28,0.47,0.43,0.08,0.21,757003.2441047585,0.2222222222222222,89.0,1,1,1,geo_cluster_bootstrap_mixup_tail_v3,1
2k,17535429.85433816,32.36729588717636,2,1,6,"16/18 с1, Большая Сухаревская площадь, Красносельский район, Москва, Центральный федеральный округ, 107045, Россия",55.77128538848791,37.63732761360111,Сухаревская,4,3.0,современный ремонт,монолитные,2002,2.68,не угловая,unknown,,unknown,unknown,нет,synthetic,geo,0.3,geo_recomputed,2.52,12.87,0.19,0.19,0.09,0.12,541763.8197352638,0.1666666666666666,24.0,1,1,1,geo_cluster_bootstrap_mixup_tail_v3,1
all,19667068.666349508,43.29739685439866,2,5,5,"30, улица Константинова, Алексеевский район, Москва, Центральный федеральный округ, 129164, Россия",55.81929426577425,37.65966001813466,ВДНХ,14,5.38409883485027,косметический ремонт,кирпичные,2002,2.64,не угловая,unknown,,двор,unknown,нет,synthetic,geo,1.18,geo_recomputed,7.95,7.98,0.07,0.33,0.54,0.19,454232.12699105934,1.0,24.0,1,1,1,geo_cluster_bootstrap_mixup_tail_v3,1
all-tverskoi,172302667.45295364,176.4389954196969,5,2,2,"numizmatik.ru, Козицкий переулок, 50, Тверской район, Москва, Центральный федеральный округ, 125009, Россия",55.76427928381726,37.609405889386,Чеховская,2,25.554374676052102,unknown,кирпичные,1979,4.01,не угловая,unknown,,детская площадка,unknown,нет,synthetic,geo,0.17,geo_recomputed,1.4,14.62,0.31,0.55,0.04,0.22,976556.6112133876,1.0,47.0,1,1,1,geo_cluster_bootstrap_mixup_tail_v3,1
4k,101225898.63622612,182.4280189129007,4,4,8,"Селезнёвская улица, Тверской район, Москва, Центральный федеральный округ, 127473, Россия",55.78170442266427,37.614305383314544,Достоевская,0,15.115655316782014,ремонт по дизайн-проекту,панельные,2000,4.5,угловая,unknown,,двор,наземный паркинг,есть,synthetic,geo,0.03,geo_recomputed,3.28,12.97,0.23,0.21,0.2,0.11,554881.312856639,0.5,26.0,1,1,1,geo_cluster_bootstrap_mixup_tail_v3,1
studio,7968309.438438406,10.0,0,4,4,"улица Машкова, Бауманка, Басманный район, Москва, Центральный федеральный округ, 105062, Россия",55.76367569160456,37.65210358426366,Красные ворота,7,4.5497753659926214,евроремонт,кирпич красный,1927,3.1,не угловая,unknown,,детская площадка,unknown,нет,synthetic,geo,0.58,geo_recomputed,2.62,11.95,0.22,0.09,0.06,0.03,796830.9438438406,1.0,99.0,1,1,1,geo_cluster_bootstrap_mixup_tail_v3,1
3k,43347258.56851073,48.21296045427745,3,6,8,"De Laura, 6, улица Покровка, Ивановская горка, Басманный район, Москва, Центральный федеральный округ, 109028, Россия",55.758739102267064,37.64222913604856,Китай-город,9,5.219509490014414,требует ремонта / частичный ремонт,кирпичные,2002,2.64,не угловая,грузовой,,двор,наземный паркинг,есть,synthetic,geo,0.71,geo_recomputed,1.82,12.56,0.14,0.43,0.17,0.02,899078.9646617721,0.75,24.0,1,1,1,geo_cluster_bootstrap_mixup_tail_v3,1
all,19534216.84063789,40.7922909472381,2,5,5,"Академику А. М. Люльке, улица Константинова, Алексеевский район, Москва, Центральный федеральный округ, 129301, Россия",55.82061380942476,37.65861109605667,ВДНХ,13,5.382454017786684,косметический ремонт,кирпичные,2002,3.5,не угловая,unknown,,двор,unknown,нет,synthetic,geo,1.12,geo_recomputed,8.07,7.91,0.23,0.26,0.51,0.17,478870.305811066,1.0,24.0,1,1,1,geo_cluster_bootstrap_mixup_tail_v3,1
all-meshchanskii,27329256.743307836,56.403951413509326,2,11,16,"ЭТА-Стом, 22, Олимпийский проспект, Мещанский район, Москва, Центральный федеральный округ, 129272, Россия",55.786894358720794,37.62245201127759,Достоевская,9,9.975379004939416,косметический ремонт,панельные,2002,2.68,не угловая,unknown,,unknown,unknown,нет,synthetic,geo,0.79,geo_recomputed,3.88,12.21,0.33,0.12,0.17,0.31,484527.3435357615,0.6875,24.0,1,1,1,geo_cluster_bootstrap_mixup_tail_v3,1
